D0000042509167||2021년 제1회 서대문구 보상협의회 개최 결과 보고  일시 : 2021. 4. 29.(목) ~ 5. 4.(화)  심의위원 : 서대문구 보상협의회 위원 12명  심의방법 : 서면심의  심의안건 1) 판결(부당이득금 소송)에 따른 도로사용료 납부 토지의 매입 결정 2) 도시계획시설사업 구간 외 잔여지 등의 확대보상 여부  심의결과 ❍ 심의안건 : 2건
59962_0||인도네시아, 전자문서 및 정보자원관리 노하우 배우러 방한 - 행정안전부, 인도네시아 고위급 공무원 전자정부 연수 실시 - □ 개설 첫해인 2016년에는 ①전자정부 마스터플랜 이행을 위한 로드맵 수립 ②정부업무관리 정보화계획 수립 ③행정정보공유 정보화계획 수립 등을 공동협력과제로 선정하고 추진했다. ○ 이어 올해엔 ①인도네시아 전자정부 지수 개발 ②인도네시아 전자정부 정보자원관리체계(EA)* 도입방안 마련 ③인도네시아 전자문서 및 기록물 관리 계획 수립의 세 가지 과제를 추진 중이다. * Enterprise Architecture(정보기술 아텍쳐), 정보화에 필요한 구성요소(업무, 데이터, 기술, 서비스)와 이들 간 관계를 정리한 일종의 정보화 종합 설계도, 정보자원를 쉽게 식별하고 관리함 □ 이번 연수는 2017년 한-인니 공동협력 과제로 선정된 정보자원 관리체계, 전자문서 관리 분야에 대한 우리나라 사례 공유와 국가정보자원관리원 방문 등 현장체험으로 이루어진다. ○ 인도네시아 공무원들은 투명하고 효율적인 민주정부를 구현하기 위해 전자정부 도입을 확대하고 있다. 연수 기간동안 인도네시아 전자정부 정책 및 법령제정 현황을 발표하고 우리나라 전문가와의 토론을 통해 상호 협력방안을 모색하게 된다. □ 정윤기 행정안전부 전자정부국장은 “이번 연수는 인도네시아 정부의 전자문서 및 정보자원을 체계적이고 안정적으로 관리하는 시스템 구축의 실질적 계기가 될 것”이라며, “한-인니 전자정부 협력센터를 통해 인도네시아의 전자정부 발전과 우리나라 전자 정부의 인도네시아 진출을 지속적으로 추진해 나가겠다.”라고 밝혔다.
28905||디지털방송 전환 정부지원 신청, 이젠 인터넷으로 하세요! - 4월 17일부터 디지털방송 전환 정부지원 ｢민원24｣ 신청서비스 개시 - □ 2013년 지상파방송의 전면 디지털 전환을 앞두고 이제까지 우체국이나 주민센터를 직접 방문해서 신청해야 했던 ‘디지털방송 전환 정부 지원’을 4월 17일부터 인터넷 민원24 사이트를 통해서도 할 수 있게 된다. ○ 행정안전부가 방송통신위원회와 협력해 개시하는 이번 서비스로 디지털전환 신청을 온라인상에서 보다 쉽고 편리하게 할 수 있어, 방문신청에 따른 불편함이 완전히 해소될 것으로 보인다. □ 방송통신위원회는 2012년 12월 31일 오전 4시 지상파 아날로그 방송 종료에 대비해 지난해 7월부터 아날로그 TV방송 직접수신 저소득층 가구(기초생활수급권자, 차상위계층, 시 청각장애인)를 대상으로, 금년 1월 20일부터는 일반가구, 노인(만65세 이상) 장애인가구를 대상으로 한 지원사업을 시행해 왔다. ○ 저소득층을 대상으로 디지털 컨버터를 무료로 지원하거나 정부가 지정한 디지털TV(7종)를 구입할 경우 10만원의 보조금을 지원한다. 일반가구의 경우는, 자기부담금 2만원을 내면 디지털 컨버터를 대여해주며, 추가로 3만원을 내면 실외안테나를 설치해 준다. □ 디지털방송 전환 정부지원 신청을 원하는 국민들은 민원24에 접속하여 안내절차에 따라 신청서를 작성․제출하면 그 결과까지 즉시 확인이 가능하다. ○ 신청절차는 민원24 사이트의 <디지털방송 전환 정부지원 신청> 메뉴를 선택하여 지원대상에 해당되는지를 확인한 후 신청서를 작성하면 된다. 신청이 접수되면 업체에서 각 가정을 방문하여 신청한 컨버터, 안테나 등을 설치해 준다.
347240||기초연금, 저소득 어르신께 4월부터 월 최대 30만 원 지급 □ 보건복지부(장관 박능후)는 기초연금법 개정안이 국회 본회의를 통과(2018.12.27)함에 따라, 2019년 4월부터 기초연금 수급자 중 생활이 보다 어려운 어르신들을 대상으로 기초연금을 최대 30만 원까지 인상하여 지급할 것이라고 밝혔다. ○ 당초 기초연금은 2018년 최대 25만 원, 2021년 최대 30만 원으로 인상할 계획이었으나, - 노인가구의 소득분배지표가 악화된 점을 반영하여 생활이 보다 어려운 어르신부터 단계적으로 기초연금을 조기에 인상하기로 하였다.　( 저소득층 일자리 소득지원 대책 , 2018.7.18) - 기초연금법 개정에 따라, 소득 재산 수준이 65세 이상인 사람의 하위 20%에 속하는 기초연금 수급자(약 150만 명)의 기초연금은 2019.4월부터 최대 30만 원으로 인상된다. * 국민연금액, 배우자의 기초연금 수급여부, 소득인정액 수준 등에 따라 기초연금액이 일부 감액될 수 있음 ○ 소득 재산 수준이 65세 이상인 사람의 하위 40%, 70%에 속하는 기초연금 수급자의 기초연금액은 각각 2020년, 2021년 최대 30만 원으로 인상을 추진할 예정이다.
D0000042596742_0||- 2021년 서울형 뉴딜일자리 - 보건환경 실무 전문가 과정 참여자 결원 충원 계획  사업근거 ❍ 서울특별시 일자리 정책 기본조례 제3조, 5조, 7조 ❍ 보건환경 실무전문가 과정 운영사업계획 (식품의약품부-342호, 2021.1.13.)  ❍ 2021.5.1.기준 결원 1명 발생 (연구지원부-5859,2021.5.4.)  2021년 뉴딜일자리 모집개요 ❍ 사업명 : 보건환경 실무전무가 과정 ❍ 사업기간 : 2021.7.1.~ 2021.12.31.(6개월) ❍ 선발인원 : 1명 ❍ 근로내용 : 보건분야 측정분석 업무 지원 ❍ 근로조건 : 1일 8시간 시급 10,710원 일85,680원
157466_0||에너지 新산업의 대표주자,‘수요시장’의 작지만 강한 힘 < 수요자원 거래시장 개요 > □ (정의) 전기사용자가 일상 속에서 전기를 아낀 만큼 전력시장에 판매하고 금전으로 보상받는 수요반응* 제도 * (수요반응, Demand Response) 전력 소비자가 전기요금 또는 금전적 유인 등에 의한 수요자의 자발적 참여로 반응하여 정상적인 전력 소비패턴을 조정 ㅇ (편익효과) 전력수급 이해관계자 모두에게 경제적 편익 발생 □ (운영방법) 정전 예방 및 최대전력 삭감을 위한 피크감축 수요반응과, 전력공급비용 절감을 위한 요금절감 수요반응으로 구분하여 운영 ㅇ (피크감축 DR) ‘감축지시에 1시간 이내 감축’ → 수급상황 급변시 긴급하게 가동되는 비싼 발전기 대체 → 기본급* + 실적금 수령 * 발전기의 용량가격 책정 방식으로 산정(1년에 40,700원/kW 수준) ㅇ (요금절감 DR) ‘하루 전 전력시장에 입찰’ → 일반 발전기 입찰가격 보다 수요 감축가격이 저렴할 경우 수요 감축 → 실적금* 수령 * 전력시장가격(SMP)으로 보상(2015년 7월 기준 82원/kW 수준) □ (해외사례) 전기소비자들의 합리적인 전기소비 유도로 전력시장 효율화, 온실가스 절감, 에너지효율 확대 등의 성과를 시현 중 ㅇ 북미, EU 오세아니아에서 1,300여개 수요반응 프로그램이 운영 중이며 전세계 시장규모는 2013년 1.7조원에서 2023년 11조원 규모로 성장 예상
29616_36||경기도 지역화폐 도입 및 활성화 방안 -복지화폐를 중심으로 Ⅲ 경기도 복지화폐 운영 방안 1 복지화폐 정책의 목표 □ 경제적 목표 ○ 복지화폐가 추구하는 경제적 목표는 다음과 같음 - 기초생활수급자의 사회활동 참여 촉진 및 경제적 소득 효과 증진 - 지역 내 자영업자, 소상공인 등 자체 공급역량 강화 - 비영리단체, 사회적경제 조직 등 제3섹터의 자립기반 확충 - 지역 내 다양한 자원 발굴 및 순환을 위한 체계 구축 ○ 기초생활수급자의 사회활동 참여 촉진 및 경제적 소득 증진은 복지화폐가 추구하고자 하는 핵심적 목표 중 하나임 - 기초생활수급자를 대상으로 최소한의 생활여건은 보장되고 있으나, 현실적으로 경제적 빈곤을 벗어날 수 없으며, 사회활동에 참여할 수 있는 동기도 부여되지 못하고 있는 상황임 - 복지화폐를 매개로 사회활동에 참여함으로써 적정한 인센티브가 제공되고, 이러한 인센티브가 실질적인 경제 소비와 연계되면서 생활의 질을 개선 가능
3180433_1||과기정통부, 33개의 창의적인 새싹기업 및 예비창업팀의 사업화 본격 지원 - 2021년 케이(K)-세계(글로벌) 새싹기업 공모전 참가팀 출범식 개최 - □ 이날 출범식*은 지원 프로그램 안내, 공모전 선배기업 특강 등으로 진행되었으며, 33개의 참가팀과 과기정통부, 정보통신산업진흥원, 유관기관(스마트기술진흥협회, 스타트업엑스, 한국표준협회 등)이 모여 성공적인 창업 및 투자유치, 해외 진출을 위한 의지를 다졌다. * 코로나19 확산 방지를 위해 비대면으로 진행 ㅇ 참가팀들은 전문가의 집중 지도, 분야별 기술 발표회(세미나), 협업 공간 지원, 우수기업 홍보 및 투자유치 역량강화 교육, 투자유치 기회 등을 약 6개월 동안 지원받을 예정이며, ㅇ 네이버 클라우드의 클라우드 플랫폼 서비스 지원, 네이버 D2 스타트업 팩토리(D2SF)의 우수 스타트업 협력*, JetBrains의 통합개발환경을 위한 개발도구 제공** 등 다양한 후원도 함께 진행될 예정이다. * 네이버가 만든 기술 새싹기업(스타트업) 창업기획자(액셀러레이터)로 우수새싹기업에게 투자 및 업무협력 진행 ** 소프트웨어 개발자와 팀을 위한 지능적이고 생산성을 향상 시키는 도구를 개발하는 국제 소프트웨어 제공업체로, 일상적인 검사 및 수정을 자동화하여 생산성을 높일 수 있는 통합 개발 환경(IDE) 도구 지원
28036_13||구제역 종합 질의응답 1차 자료집  매뉴얼대로 처리된 매몰지에서는 침출수가 유출되지 않습니다 ○ 혹시 긴급매몰로 일부 유출이 우려되는 매몰지가 발견되면 신속히 점검하고 보강하겠습니다. - 구제역 확산에 따른 긴급 매몰처리 과정에서 일부 매몰지는 조성 기준에 미흡할 우려가 제기되어 매몰지 관리 기본계획 및 종합대책을 수립하여 추진하고 있습니다. - 구제역 중앙합동점검반(총 40개조, 160명)을 구성하여 전국의 매몰지에 대해 전수조사를 조기에 실시하여 붕괴나 오염이 우려되는 매몰지는 3월말까지 보완․정비하겠습니다. - 각 지자체에 매몰지 사후관리단(총괄: 단체장)을 구성하고 매몰지 실명제(매몰지별 전담자 지정)를 도입하여 철저한 사후관리를 하고 있습니다. ○ 매몰지에 대해 3년간 이상유무를 지속 관리합니다. - 매몰지가 있는 해당 지자체에서는 각 매몰지마다 소속공무원을 담당자로 지정하고 3년간 지속 관리토록 하고있습니다. - 매몰지 담당자는 매몰한 날로부터 최소 15일 이상(침출수의 상부 유출기간) 매몰지 훼손․함몰, 침출수 및 악취발생 등을 지속 관찰하고 있으며, 문제가 있는 경우 즉각 조치토록 하고 있습니다. - 중앙정부 합동점검반이 매몰지 상태에 대해 매년 2회이상 사후점검을 실시하여 미비한 사항을 보완하고 있습니다.
95085577||「수도권광역급행철도(GTX)지하대심도 안전아이디어 공모전」수상작 발표 -‘폐쇄회로 탤레비전·전광판으로 공사현황 실시간 알림’등 4개 아이디어 선정 - □ 국토교통부(장관 노형욱)는「수도권광역급행철도(GTX) 지하 대심도 철도사업 안전 아이디어 공모전」에서 하나로 팀(*** 외 1명)의 ‘국민과 소통하는 안전한 철도 건설‘ 등 4개 작품을 수상작으로 선정했다. □ 이번 공모전*은 수도권광역급행철도 전 구간 사업추진에 따른 국민적 기대와 관심이 높아짐에 따라 대심도 터널의 안전함을 널리 알리고자 개최하였다. * (주최) 국토교통부 (주관) 국가철도공단, 한국철도학회, 에스지레일 ㅇ 대심도 터널 건설·운영 및 지하 안전 관련 홍보를 중점으로 기술·운영 및 안전관리 아이디어에 대한 공모를 실시(4.12~5.7)하였으며, ㅇ 접수된 작품은 주최·주관기관이 추천한 철도 건설·기술·시설, 관리 분야 전문가 등으로 구성된 심사위원단의 심사(5.10~5.26)를 거쳐 4개의 수상작을 선정하였다.
159823_0||제목 : “신재생에너지 확대가 오히려 환경오염 불러” - 정부 보조금까지 받는 목재펠릿... 초미세먼지, 연탄의 20배 유발(2017. 11. 14, 조선일보) 1. 기사내용 □ 환경 보전을 위해 시행하는 신재생에너지 공급의무화제도(RPS)가 오히려 목재펠릿의 이용량을 높여 환경오염을 불러온다는 지적 ㅇ 국립환경과학원 보고서를 분석한 결과, 목재펠릿은 연탄보다 미세먼지를 유발하는 질소산화물의 배출계수가 20배 높은 것으로 나타남 2. 동 보도내용에 대한 산업부의 입장 □ 인용된 보고서는 가정 및 난방 부분의 비관리형 소규모 연소시설에서 연료 연소에 따른 대기오염물질 배출 특성을 조사한 연구이며, ㅇ 연소제어가 용이하여 완전 연소 가능성이 높은 대규모 발전 부분으로 연구 결과를 확대 적용하는 것은 곤란함 □ 한편, 환경부 및 국립환경과학원에서 제공하는 오염물질 배출계수에 따르면, 목재펠릿의 경우 대기오염물질 배출량은 유연탄의 5% 수준이며, ㅇ 특히 먼지와 황산화물의 경우 2% 이내로 유연탄에 비해 환경 유해성이 매우 낮으며, 질소산화물도 유연탄의 32% 수준에 불과
1366685_1||국내 유망 ICT 기업을 위한 세계 최대의 전시회 ‘ITU텔레콤월드 2017’개회식 열려 □ 오늘 개회식에서는 문재인 대통령이 영상으로 축하메세지를 전달했으며, 과학기술정보통신부(이하 ‘과기정통부’) 유영민 장관, 서병수부산광역시장이 각국 대표단을 환영하는 인사말을 전하고, ITU 사무총장(홀린 짜오)이 개회를 선포했다. ㅇ 문재인 대통령은 영상메세지에서 4차 산업혁명이라는 큰 기회이자 도전의 시기에 ‘스마트 디지털 변화와 글로벌 기회(Smart Digital Transformation, Global Opportunity)’라는 주제로 열리는 이번 텔레콤월드의 시의적절성을 강조하고, 깊이 있는 발표와 토론으로 기회는 살리고 우려에 대해서는 함께 대응방안을 모색하는 뜻깊은 행사가 되길 기원했다. ㅇ 유영민 과기정통부 장관은 환영사를 통해 올해 ITU 텔레콤월드 행사가 미래에 대한 새로운 비전과 방향을 제시하여 보다 나은 세상을 이끄는 단초가 되기를 기원하며, 과기정통부는 디지털 변혁의 동력인 ICT 신기술과 인프라 확충에 집중 투자하여 새로운 변화에 대응할 것이라고 밝혔다.
